[2026-09-13T15:46:53.910Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.7.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.910Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.88.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.910Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.89.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.92.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.97.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.98.woff2 → 200 (?ms, -814B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.102.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.103.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.911Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.104.woff2 → 200 (?ms, -814B)
[2026-09-13T15:46:53.912Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.105.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.912Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.106.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.913Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.107.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.913Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.108.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.914Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.110.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.914Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.111.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.915Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.112.woff2 → 200 (?ms, -814B)
[2026-09-13T15:46:53.915Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.113.woff2 → 200 (?ms, -814B)
[2026-09-13T15:46:53.917Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.114.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.917Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.115.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.917Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.116.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.918Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.117.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.919Z] GET https://fonts.gstatic.com/s/notosansjp/v56/-F62fjtqLzI2JPCgQBnw7HFowwII2lcnk-AFfrgQrvWXpdFg3KXxAMsKMbdN.119.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.919Z] GET https://fonts.gstatic.com/s/robotocondensed/v31/ieVl2ZhZI2eCN5jzbjEETS9weq8-19K7DQk6YvM.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.919Z] GET https://fonts.gstatic.com/s/robotoflex/v30/NaNNepOXO_NexZs0b5QrzlOHb8wCikXpYqmZsWI-__OGbt8jZktqc2V3Zs0KvDLdBP8SBZtOs2IifRuUZQMsPJtUsR4DEK6cULNeUx9XgTnH37Ha_FIAp4Fm0PP1hw45DntW2x0wZGzhPmr1YNMYKYn9_1IQXGwJAiUJVUMdN5YUW4O8HtSoXjC79QRyaLshNDUf3e0O-gn5rrZCu20YNau4OPFu02G5.woff2 → 200 (?ms, -815B)
[2026-09-13T15:46:53.926Z] GET http://127.0.0.1:5173/src/panes/app.js → 200 (?ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/js/uiState.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/js/delegate.js → 200 (?ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/panes/nav-pane.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/panes/content-pane.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/panes/action-pane.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.927Z] GET http://127.0.0.1:5173/src/js/db.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/deck-settings.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/json-panel.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/card-edit-panel.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/review-panel.js → 200 (1ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/lookup-panel.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/new-phrasebook-panel.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/components/textbook-panel.js → 200 (2ms, ?B)
[2026-09-13T15:46:53.928Z] GET http://127.0.0.1:5173/src/js/modes.js → 200 (3ms, ?B)
